order_id,account_id,bank_to,account_to,amount,k_symbol
31105,1168,11,34381449,40.00,0
31106,1169,2,74447035,7748.00,3
31107,1169,11,2818489,591.00,0
31108,1170,12,66010159,2279.30,1
31109,1170,2,53990995,13057.00,3
31110,1171,0,8577967,7893.00,3
31111,1173,12,85918098,950.00,3
31112,1173,0,55954945,1352.00,0
31113,1174,3,72342484,720.00,3
31114,1174,4,14356726,829.00,0
31115,1174,4,69252133,3182.00,2
31119,1176,12,67840176,2267.00,3
31120,1177,12,63586568,541.00,3
31121,1177,4,89210205,3499.00,0
31122,1177,7,30046618,6306.00,4
31123,1178,3,17762130,5639.00,3
31124,1179,10,68278848,2808.00,3
31125,1181,7,84730392,3418.00,3
31126,1181,11,99466686,329.00,0
31127,1181,12,73321759,123.00,2
31128,1182,10,22986358,1662.70,1
31129,1183,12,94248866,1882.00,3
31130,1183,8,47705107,1046.00,0
31131,1185,5,67108410,2581.00,3
31132,1185,9,46177363,249.00,3
31133,1187,11,56067287,2288.00,3
31134,1188,5,60496938,4421.00,3
31135,1189,3,69967859,1944.00,3
31136,1189,3,59060120,344.00,0
31137,1190,5,18257963,8249.00,3
31142,1193,5,465041,7334.00,3
31143,1194,11,70871931,3171.00,3
31144,1195,4,70545512,1890.00,3
31145,1195,4,17328250,453.00,3
31146,1196,3,66254877,12445.00,3
31147,1197,9,79359864,2582.00,3
31148,1199,4,97586124,1948.00,3
31149,1199,10,49255633,762.00,0
31150,1200,5,65062272,3743.00,3
31151,1200,2,63795244,525.00,0
31152,1200,2,13788360,3156.00,2
31153,1201,1,73948222,5873.00,3
31154,1201,7,53580081,1836.00,0
31159,1203,2,84286474,465.00,3
31160,1203,10,74031829,3232.00,0
31161,1203,0,89206337,118.00,2
31162,1203,2,31680542,346.00,0
31163,1204,11,46599167,2154.00,3
31164,1204,6,21313643,4992.00,0
31165,1205,12,8382422,2989.00,3
31166,1206,5,50189578,3279.00,3
31167,1207,9,70412289,9252.00,3
31168,1207,12,3589851,1110.00,1
31169,1208,9,82192122,4426.00,3
31170,1208,4,36384171,2126.00,0
31171,1209,0,9581202,3568.00,3
31172,1211,8,57585883,3073.00,3
31173,1211,5,33158874,890.00,0
31174,1211,7,16959125,372.00,2
31175,1212,1,49310952,2805.00,3
31176,1213,0,19831466,2984.00,3
31177,1214,2,29751098,4469.00,3
31178,1215,8,60905134,2508.00,3
31179,1216,7,9067219,2349.00,3
31180,1217,0,9696394,151.00,3
31181,1217,12,58911669,1956.00,0
31182,1218,4,27704996,3213.40,1
31183,1219,4,86177932,3986.00,3
31184,1220,1,48306894,2770.00,3
31185,1221,8,20722085,3213.40,1
31186,1222,11,91109859,1727.00,3
31187,1223,11,7625335,1398.00,3
31188,1223,1,87986993,4963.00,0
31194,1226,1,52769649,3826.00,3
31195,1227,12,31759178,5511.00,3
31196,1227,3,57943856,101.00,0
31197,1227,6,14547312,980.00,2
31198,1227,12,39771598,2344.00,0
31199,1228,0,34928244,1980.00,3
31200,1229,10,85866784,5505.00,3
31201,1230,4,91985517,3213.40,1
31202,1231,3,5624753,3485.00,3
31203,1231,4,9577274,665.00,1
31204,1233,3,76341795,2260.00,3
31205,1234,11,71036088,2236.00,3
31206,1235,8,36736953,1843.00,3
31207,1235,3,56642502,1049.00,3
31208,1238,4,28000951,2256.00,3
31209,1239,5,83388852,3744.00,3
31210,1240,6,14062285,4353.00,3
31211,1241,2,97685855,1368.00,3
31212,1241,4,21271294,2201.00,0
31213,1241,11,87002157,227.00,2
31214,1242,1,11588836,5355.70,4
31215,1242,3,12355560,4910.00,3
31216,1242,0,62675297,3674.00,0
31217,1242,7,25744539,422.00,2
31218,1242,10,13214141,38.00,0
31219,1244,2,22533941,903.00,3
31220,1244,4,81744551,2122.00,0
31221,1244,11,97042274,406.00,2
31222,1244,8,49724513,54.00,0
31223,1244,0,67696446,748.00,4
31224,1245,4,42008179,3611.00,3
31225,1246,0,34252166,3239.00,3
31226,1247,12,9652227,2077.00,4
31227,1248,0,25126809,3176.00,3
31228,1249,9,91224199,704.00,3
31229,1249,3,65504103,392.00,0
31230,1249,8,4520500,1361.00,2
31231,1250,3,21845096,3805.20,4
31232,1250,12,14470041,61.00,3
31233,1250,4,49418222,10069.00,0
31234,1251,10,78350180,7870.00,3
31235,1252,10,84370898,4114.70,4
31236,1253,7,64931833,3865.00,3
31237,1253,11,10639518,5330.00,0
31238,1255,3,13613921,4598.00,4
31239,1256,0,72944313,1178.00,3
31240,1256,9,69528400,5450.00,0
31241,1256,4,9768981,1974.00,4
31242,1257,1,16047442,4387.00,3
31243,1258,0,56178200,759.00,3
31244,1258,7,77309888,1174.00,0
31245,1259,4,29708302,724.00,3
31246,1259,6,46119725,2108.00,0
31247,1259,2,47106474,464.00,2
31248,1259,11,87490993,1429.00,4
31249,1260,8,76420205,6594.00,3
31250,1261,1,48037660,9222.00,3
31251,1262,2,16308558,2821.00,3
31252,1264,12,35251403,6605.00,3
31253,1265,8,2120972,1870.00,3
31254,1266,6,3816020,9291.00,3
31255,1267,3,53632640,2271.00,3
31256,1267,12,92731403,867.00,0
31257,1267,7,38344526,21.00,2
31258,1267,8,69378167,1672.00,0
31259,1268,9,70287799,2220.00,3
31260,1269,1,70135479,6840.00,3
31261,1269,2,78545605,599.00,0
31262,1270,0,27904290,2077.30,4
31263,1270,11,88882463,4162.00,3
31264,1271,2,44934696,4128.00,3
31265,1272,4,75666576,1246.40,1
31266,1273,4,25406718,3863.00,3
31267,1275,4,30025339,1903.00,3
31268,1276,7,19942432,3839.00,3
31269,1276,12,87970047,508.00,0
31270,1276,0,23086488,169.00,2
31271,1277,7,2533764,3175.00,3
31276,1279,8,61846792,3587.00,3
31277,1280,2,39353507,2491.00,3
31282,1284,0,29951918,4375.50,4
31283,1285,12,21816671,7213.00,3
31284,1286,4,38014668,8500.00,3
31285,1287,2,52661430,2623.00,3
31286,1287,10,28742987,6619.00,0
31287,1287,1,8041507,525.00,2
31288,1288,4,87367409,2948.00,3
31289,1289,7,91892945,6950.00,3
31291,1291,7,71369182,1333.00,3
31292,1291,4,15883821,335.00,3
31293,1292,6,61391454,1653.00,3
31294,1292,10,43192416,1457.00,0
31295,1292,5,75588404,221.00,2
31296,1293,6,91569077,3484.00,3
31297,1294,9,59882163,1404.00,3
31298,1294,10,31563121,2177.00,0
31299,1295,10,74620097,3282.00,3
31300,1296,3,57227110,1607.00,3
31301,1297,4,23392784,2878.00,3
31302,1297,10,17594236,3311.00,0
31303,1298,6,11863774,5822.00,3
31304,1299,1,17364889,317.00,3
31305,1299,3,4791987,2291.00,0
31308,1302,10,38729328,3924.00,3
31309,1303,4,57378178,3601.00,3
31310,1304,1,84192180,2368.90,1
31311,1306,12,36806219,5023.00,3
31312,1306,4,20391887,942.00,0
31313,1306,2,58231496,1888.00,2
31314,1307,7,88894867,3297.00,3
31315,1308,1,27181756,3206.00,3
31316,1309,0,95435869,2600.00,1
31317,1309,12,27833730,10199.00,3
31318,1311,10,53567492,9327.00,3
31319,1312,9,56866002,1690.00,3
31320,1314,4,52970862,6889.00,3
31321,1315,12,869143,2813.00,3
31322,1315,8,62296283,299.00,0
31323,1315,6,4333562,3160.00,2
31324,1316,5,70345508,1130.00,3
31325,1316,11,87733494,619.00,0
31326,1316,2,61034697,233.00,2
31327,1317,12,54353141,3493.00,3
31328,1318,9,77757256,5154.00,4
31329,1318,0,10788429,8677.00,3
31330,1318,0,50830727,1762.00,0
31331,1318,6,13490295,2015.00,2
31332,1318,0,44717049,744.00,0
31333,1319,4,20581275,6185.00,3
31334,1319,12,35347509,884.00,0
31335,1319,2,91518568,1362.00,2
31336,1320,2,72762423,4377.00,3
31337,1320,6,96369796,907.00,0
31338,1320,9,17258435,149.00,2
31339,1320,5,99194561,80.00,0
31340,1321,2,33750575,2683.00,3
31341,1321,1,3041947,636.00,1
31342,1322,9,3167045,1485.00,3
31343,1322,7,6584710,1431.00,3
31344,1323,7,80685257,9720.00,3
31345,1324,9,6513697,2741.00,3
31346,1324,3,7442152,680.00,0
31347,1325,8,62716066,362.00,3
31348,1325,10,37066787,1766.00,0
31349,1326,12,57284325,96.00,3
31350,1326,8,42594999,786.00,0
31351,1326,9,57544726,1207.00,2
31352,1326,8,85305046,954.00,0
31353,1328,0,49398750,3249.80,1
31354,1329,10,31472492,1960.20,4
31355,1329,8,69419830,3368.00,3
31356,1329,0,48227208,5081.00,0
31358,1331,12,74847352,1096.00,3
31359,1331,2,79824220,3320.00,0
31360,1332,6,12752318,4755.00,3
31361,1333,6,53933286,6508.00,3
31362,1335,8,86276912,5367.00,3
31363,1335,6,66854125,1044.00,0
31364,1336,1,63792580,9426.00,3
31365,1337,11,46227514,3264.00,3
31366,1338,1,87075221,4545.00,3
31367,1338,7,42143994,897.00,0
31368,1338,4,85222345,157.00,2
31369,1340,5,25240075,818.00,3
31370,1340,1,67103540,472.00,0
31371,1340,3,64112800,1120.00,2
31372,1341,6,57686775,2098.00,3
31373,1342,12,42622768,1079.00,1
31374,1342,2,75854611,2517.00,3
31375,1342,9,45400208,1011.00,0
31376,1342,12,30762762,3665.00,2
31380,1345,9,37129354,3294.00,3
31381,1345,0,89492493,848.00,0
31382,1346,11,66261118,1592.00,3
31383,1346,0,56407761,475.00,0
31384,1347,9,98295950,2066.00,3
31385,1348,1,53150421,5025.00,3
31386,1348,9,8676511,17.00,0
31387,1348,10,14109647,492.00,2
31388,1349,8,14006042,2292.00,3
31389,1349,7,96585589,1521.00,3
31390,1350,7,97355442,1079.00,1
31391,1350,6,23763126,6875.00,3
31392,1350,8,96030205,3493.00,0
31393,1351,8,55786406,2227.00,3
31394,1352,3,58356165,2976.00,3
31395,1352,11,39692401,3445.00,0
31396,1352,2,54978299,370.00,2
31397,1352,2,98708682,213.00,0
31398,1353,8,64405166,651.00,3
31399,1353,8,98736470,6646.00,0
31400,1354,8,24313408,3080.00,3
31401,1355,11,64249014,3606.00,3
31402,1357,2,34856063,2290.00,3
31403,1358,3,97084825,2980.00,3
31404,1361,0,67573106,6195.00,3
31405,1363,8,46678805,5046.00,3
31406,1363,5,28982448,1517.00,0
31407,1363,6,35128331,82.00,2
31408,1363,7,19618755,243.00,0
31411,1365,7,53364294,2314.00,3
31412,1366,3,26513684,4773.00,3
31413,1366,9,24074399,310.00,0
31414,1366,10,48775595,1.00,2
31415,1367,6,3021765,3872.00,3
31416,1367,9,41883254,193.00,0
31417,1367,8,58902168,717.00,2
31418,1367,10,69351130,431.00,0
31419,1368,1,10035527,4439.00,3
31420,1369,0,25008797,6005.00,3
31421,1369,5,43920379,1738.00,0
31422,1370,11,50552004,1852.00,3
31423,1371,8,48874825,3074.00,3
31424,1373,6,6348324,1628.00,3
31425,1373,1,9301025,346.00,0
31426,1374,11,38325822,8107.30,4
31427,1375,1,90090238,5930.00,3
31428,1375,6,47862768,1889.00,4
31429,1376,8,86161052,2731.00,3
31430,1377,8,94826453,2272.00,3
31431,1378,8,81520026,2953.00,3
31432,1378,2,29417294,1347.00,0
31433,1378,7,12318605,693.00,2
31434,1378,0,95008945,881.00,0
31435,1379,0,47752141,6953.00,3
31436,1380,5,34163099,8829.00,3
31437,1380,1,91279375,1100.00,0
31438,1380,8,88771873,1200.00,1
31439,1381,9,30807364,2705.00,3
31440,1382,4,22867429,2059.00,3
31441,1383,3,38012504,2173.00,3
31442,1385,8,75899833,9834.00,3
31447,1389,4,18867123,5227.70,4
31448,1389,11,71177351,6376.00,3
31449,1390,0,35191500,1011.00,3
31450,1390,2,43511337,6147.00,0
31451,1391,8,42852616,3053.00,3
31452,1392,2,64765941,3081.00,3
31453,1392,9,15265077,4216.00,0
31454,1393,4,81478815,5254.00,3
31455,1394,12,28259659,1454.00,3
31456,1394,9,14472324,646.00,3
31457,1395,9,54942530,3432.00,3
31458,1396,0,60094183,14707.00,3
31459,1397,6,51145178,8319.00,3
31460,1399,4,36796647,5427.00,3
31461,1399,11,32165342,13.00,0
31462,1399,12,87596064,29.00,2
31463,1399,5,64385211,345.00,0
31468,1401,4,35891682,2463.00,3
31469,1402,9,2188045,2073.00,3
31470,1402,4,79063850,2221.00,0
31471,1402,4,52195531,471.00,2
31472,1402,2,12338292,374.00,0
31473,1403,9,50271129,9120.00,3
31474,1404,4,6610733,2121.00,1
31475,1404,10,64530676,6306.00,3
31476,1404,1,76187407,123.00,0
31477,1404,11,45402222,53.00,2
31478,1404,4,96404462,483.00,0
31479,1405,3,27032226,2229.00,3
31480,1405,9,63219690,158.00,0
31481,1406,2,24323117,2302.00,3
31482,1406,1,43622702,458.00,3
31483,1407,10,51198023,5227.70,4
31484,1407,9,30396717,14882.00,3
31487,1410,5,63791805,3816.00,3
31488,1411,1,50814467,5174.00,3
31489,1412,7,20603227,936.00,3
31490,1412,6,65591120,1773.00,0
31491,1412,9,86234765,1110.00,2
31492,1413,3,68355953,2016.00,3
31493,1413,0,67985760,3477.00,0
31494,1413,9,30746954,620.00,2
31495,1414,0,31974488,1920.00,3
31496,1414,6,8757979,5397.00,0
31497,1414,12,13936388,1817.00,2
31500,1416,3,1996410,3688.00,1
31501,1417,8,84443246,7394.00,3
31502,1418,7,96634888,6759.00,3
31503,1419,8,61356300,3305.00,3
31504,1420,8,22850889,1794.00,3
31505,1422,10,24991828,2655.00,3
31506,1423,11,64437407,2394.00,3
31507,1423,4,50862812,1213.00,0
31508,1424,12,45458507,6224.00,3
31509,1425,6,22342765,4069.00,3
31510,1426,3,15124905,2681.00,3
31511,1427,0,54532253,6046.00,3
31513,1429,2,8150911,2166.00,3
31514,1430,1,90607785,4127.00,4
31515,1432,1,68369197,3267.20,1
31516,1432,4,80977028,13590.00,3
31518,1434,8,81822454,3214.00,3
31519,1435,11,87787443,7949.00,3
31520,1436,8,96351390,3104.00,3
31521,1437,9,58229595,1753.00,3
31522,1437,7,22823983,314.00,0
31523,1437,0,52723318,65.00,2
31524,1437,3,27458155,29.00,0
31525,1439,6,79379254,2122.00,3
31526,1440,9,85377597,56.00,3
31527,1440,4,63291668,2020.00,0
31528,1440,4,66044574,56.00,2
31529,1441,4,27838117,2425.00,3
31530,1442,8,70648139,5950.00,3
31531,1443,10,43636268,7505.00,3
31532,1444,12,56467163,2024.00,3
31533,1445,12,18387353,1361.00,3
31534,1445,0,68283045,668.00,0
31535,1445,2,22041118,1075.00,2
31536,1445,4,82043331,1420.00,0
31537,1446,3,83373719,4877.00,3
31538,1447,12,1155138,2084.70,4
31539,1447,7,54932880,8210.00,3
31540,1448,1,82941960,7156.00,4
31541,1449,5,82136630,2820.00,3
31542,1449,10,17508918,320.00,0
31543,1450,10,804383,3103.00,3
31544,1451,10,44489443,3734.00,3
31545,1453,7,2968991,1250.80,1
31546,1453,9,62248831,6820.00,3
31547,1456,1,25505447,1250.80,1
31553,1458,9,80573415,3259.00,3
31554,1459,2,28272974,1542.00,3
31555,1459,7,25038093,582.00,0
31556,1460,10,8283299,3417.00,3
31557,1461,6,76424008,4217.10,1
31558,1461,2,52034497,8705.00,3
31560,1463,8,31343501,719.00,3
31561,1463,12,71522283,1505.00,0
31562,1465,11,32052809,1904.00,3
31563,1465,1,77944719,218.00,0
31564,1466,9,82133537,10056.00,3
31565,1467,8,10475975,6814.00,3
31566,1468,0,25955593,439.00,3
31567,1468,4,53378862,1710.00,0
31568,1469,2,97405832,3574.00,3
31569,1470,0,72926729,4060.00,3
31570,1471,1,85543155,7823.00,3
31571,1471,12,17326855,12.00,0
31572,1471,6,59438282,176.00,2
31573,1472,6,39937996,3527.00,3
31574,1472,7,3332001,2375.00,0
31575,1473,8,28500956,1984.00,3
31576,1474,4,16386759,2695.00,3
31577,1476,12,33632028,3467.00,3
31578,1477,7,39149236,2100.00,3
31579,1478,5,82071739,11931.00,3
31580,1479,8,35573202,2162.00,3
31581,1480,11,70736652,3425.20,4
31582,1481,2,82271873,2065.00,3
31583,1482,5,43270033,2687.00,3
31584,1482,5,10367054,1766.00,0
31585,1482,3,84175443,335.00,2
31586,1483,12,92452376,1962.00,3
31587,1483,0,39453744,2701.00,0
31588,1484,3,82517391,2346.00,3
31589,1484,4,29707634,794.00,3
31590,1485,6,47115165,336.00,3
31591,1485,2,43014037,5949.00,0
31592,1485,7,33874970,1018.00,1
31593,1486,5,50455820,3592.00,3
31594,1486,5,1473415,2291.00,0
31595,1486,6,12761944,2235.00,2
31596,1487,5,70317125,2204.00,3
31597,1488,11,69482773,5850.00,3
31598,1488,1,64393782,230.00,0
31601,1490,1,39819097,1657.70,1
31602,1491,7,94478863,6966.00,3
31603,1492,5,60810822,1546.00,3
31604,1493,2,95543610,2264.00,3
31605,1493,3,85806101,51.00,3
31606,1495,4,9478509,3059.00,3
31607,1495,6,97259157,670.00,0
31608,1496,0,4760909,6931.00,3
31609,1496,3,36367225,161.00,0
31610,1496,0,44200831,33.00,2
31611,1497,11,59296756,261.00,3
31612,1497,12,74438202,5463.00,0
31613,1498,9,26674098,2762.80,4
31614,1499,2,54662084,3666.00,3
31615,1500,3,4727745,4119.00,3
31616,1501,7,40921163,2292.00,3
31617,1502,4,11066508,7338.00,3
31618,1503,7,11958569,3171.00,3
31619,1504,10,29212069,619.00,3
31620,1504,11,69836336,4887.00,0
31621,1506,10,28518402,9498.00,4
31622,1507,9,156510,6619.00,3
31623,1508,7,10600459,1657.70,1
31624,1508,10,9055811,8967.00,3
31625,1509,2,43322950,4943.00,3
31626,1509,8,20525896,2320.00,0
31627,1510,7,82537191,9985.00,3
31628,1511,7,43543106,1657.70,1
31629,1512,12,42362171,8822.00,3
31630,1513,0,52238965,1632.00,3
31631,1513,8,85800695,3912.00,0
31632,1513,7,59476637,1316.00,2
31633,1513,3,65290647,689.00,0
31634,1514,9,47490662,1547.00,3
31635,1514,11,89040159,2234.00,3
31636,1515,4,74637114,1538.00,3
31637,1515,1,84623413,774.00,0
31638,1515,8,23320967,2907.00,2
31639,1516,12,87859165,2277.00,3
31640,1517,9,15521866,2601.00,3
31641,1519,10,68640708,3443.00,3
31642,1520,12,12391865,2943.00,3
31643,1521,3,37432712,3024.00,3
31644,1523,1,15318,1684.00,3
31645,1523,4,13058364,9843.00,0
31646,1524,11,26553452,2705.00,3
31647,1525,8,24106085,1625.00,3
31648,1526,8,69354104,4433.00,3
31649,1527,2,27702808,4557.20,4
31651,1528,8,58779168,3981.00,4
31652,1529,6,66372424,1059.00,3
31653,1529,12,86592346,1463.00,0
31654,1529,8,57476818,77.00,2
31655,1530,11,24157417,3700.00,3
31658,1532,0,67652118,7903.00,3
31661,1534,2,3089267,7451.00,3
31662,1534,9,36498439,2155.00,0
31663,1535,10,60955130,2757.00,3
31664,1536,9,11303443,13204.00,3
31665,1538,4,9744745,10288.00,3
31668,1540,4,33179605,4540.00,3
31669,1540,10,76470201,3057.00,0
31670,1540,10,64628779,1164.00,1
31671,1542,1,9322101,2655.00,3
31672,1544,4,71562015,9526.00,3
31673,1544,9,7747644,189.00,0
31674,1545,5,98522644,2625.00,3
31675,1545,6,5408674,1112.00,0
31676,1546,10,49245339,4173.00,3
31677,1548,6,36616581,2106.00,3
31678,1549,7,11773330,4052.00,3
31679,1550,9,90144109,4708.00,3
31680,1551,0,436425,747.00,3
31681,1551,1,74171310,2316.00,3
31682,1552,6,57056182,5263.00,3
31683,1552,11,17611515,1021.00,1
31684,1554,7,93773585,6551.00,3
31685,1555,8,32593053,3263.00,3
31686,1556,8,42585212,1837.00,3
31687,1557,2,82259255,2253.00,3
31688,1558,4,10707974,1148.00,3
31689,1558,9,33069950,2899.00,0
31690,1558,10,65272307,1384.00,1
31691,1559,5,31869977,8004.00,3
31692,1560,12,49192738,3332.00,3
31693,1560,1,89837598,244.00,0
31694,1560,10,97033959,437.00,2
31695,1560,7,34151840,1137.00,1
31696,1561,1,91776167,1924.00,3
31697,1561,11,32302445,51.00,3
31698,1562,2,14241010,1933.00,3
31699,1565,0,92115938,610.00,3
31700,1565,0,37661731,2095.00,0
31701,1565,7,85872715,383.00,2
31702,1566,11,11077720,4375.00,3
31703,1566,11,15924412,1164.00,0
31704,1566,12,98447876,1622.00,2
31705,1566,7,12450731,948.00,0
31706,1567,10,14090234,480.00,3
31707,1567,1,53102117,6000.00,0
31708,1567,2,34027445,3455.00,2
31709,1568,11,7532716,4399.00,3
31710,1568,11,99360131,49.00,0
31711,1568,12,14241963,1028.00,2
31712,1568,10,54462337,1627.00,1
31717,1570,10,20745683,2865.00,3
31718,1571,0,54680818,7692.00,3
31719,1572,2,46670591,7596.00,3
31720,1573,4,19240260,3638.00,3
31721,1574,3,16211796,2390.00,3
31722,1575,1,10936338,2998.00,3
31723,1576,11,88001566,11816.00,3
31724,1577,5,69888543,1282.00,3
31725,1577,5,58483004,988.00,0
31726,1577,8,87333589,290.00,2
31727,1578,10,44909232,1825.00,3
31728,1579,1,79833501,3377.00,3
31729,1580,10,11339313,8094.20,4
31730,1581,0,55002999,5758.00,3
31731,1582,1,24857425,1917.00,3
31732,1583,8,49376446,8094.20,4
31733,1584,9,97312646,1983.00,3
31734,1586,2,95375972,5504.00,3
31735,1588,5,66344201,2443.00,3
31736,1590,9,5941856,5847.00,3
31737,1590,11,79533683,1025.00,0
31738,1590,9,99553811,551.00,2
31739,1590,3,23429125,127.00,0
31740,1591,0,70031231,7680.00,3
31741,1591,0,57081830,26.00,0
31742,1591,0,34176314,153.00,2
31743,1592,8,4900444,224.00,3
31744,1592,3,84782951,1613.00,3
31745,1593,6,35590773,2086.00,3
31746,1594,11,15203357,4577.00,3
31747,1594,0,37283611,1596.00,0
31748,1594,1,79126387,54.00,2
31752,1596,5,29656684,1306.00,3
31753,1596,7,20661324,1997.00,3
31754,1597,3,13610762,2376.00,3
31755,1598,1,36073070,5438.00,3
31756,1598,11,12520486,7384.00,0
31757,1599,7,68704247,1337.00,3
31758,1599,11,99690108,4004.00,0
31759,1600,12,78760194,3234.00,3
31760,1601,0,43843287,2694.00,3
31761,1602,3,6762600,2033.00,3
31762,1603,11,92258166,2359.00,3
31763,1603,6,3211814,1187.00,0
31764,1603,1,6821167,6578.00,4
31765,1604,1,90369587,7088.00,3
31766,1605,2,28789526,3353.00,3
31767,1607,3,89174168,9958.00,3
31768,1608,0,7212549,3425.00,3
31769,1609,5,83359962,2017.00,3
31770,1610,10,10384375,6258.00,3
31771,1611,10,84055351,403.00,3
31772,1611,4,54032,3403.00,0
31773,1613,3,46822315,3628.00,3
31774,1614,1,41090893,5763.00,3
31775,1615,8,27684122,3124.00,3
31776,1616,0,24604940,2642.00,3
31777,1617,0,40236705,1536.00,3
31778,1618,2,1680028,2265.00,3
31779,1619,9,53959548,3220.00,3
31780,1620,9,23482644,1931.00,3
31781,1621,10,69087219,7887.00,3
31782,1622,5,22068381,2357.00,3
31783,1622,4,83712011,1028.00,0
31784,1623,10,2717727,9160.00,3
31785,1624,1,17034912,1017.00,3
31786,1624,3,31993609,1120.00,3
31787,1625,3,44850212,185.00,3
31788,1625,3,10578328,1727.00,0
31789,1625,1,51059633,679.00,2
31790,1625,2,45131552,1522.00,0
31791,1628,0,57004982,2850.00,3
31792,1629,11,6837058,3137.00,3
31793,1630,11,99400460,3595.00,3
31794,1631,9,78712355,2743.00,3
31795,1632,7,65521752,1977.60,1
31796,1633,1,27727192,2145.00,3
31797,1635,2,72468793,5683.00,3
31798,1636,9,93399142,4964.00,3
31799,1637,5,47292917,774.00,3
31800,1637,3,10736680,2569.00,3
31801,1638,0,8848363,2676.00,4
31802,1638,8,57185012,9749.00,3
31806,1640,10,42289441,4783.00,3
31807,1641,10,82829361,1977.60,1
31808,1641,9,5037063,7532.00,3
31809,1641,6,57866871,1294.00,0
31810,1641,8,14463842,423.00,2
31811,1642,10,27920514,3597.00,3
31816,1644,2,89781009,2534.00,3
31817,1644,4,76071583,1022.00,0
31818,1644,3,66140669,17.00,2
31819,1645,2,64568751,9078.00,3
31820,1646,9,80997341,6521.00,3
31821,1646,8,99677460,1651.00,0
31822,1647,7,55010729,2412.00,3
31823,1647,3,78795104,1199.00,0
31824,1647,12,39877331,12.00,2
31825,1650,4,90931999,3649.00,3
31826,1650,7,60317361,9100.00,0
31827,1651,4,71805852,1581.70,1
31828,1652,11,88888269,3422.00,3
31829,1653,2,37755870,4656.00,3
31830,1655,4,20809352,4277.00,3
31831,1655,3,90691631,3827.00,0
31832,1656,4,73249953,3954.30,4
31833,1656,12,10182565,12113.00,3
31834,1657,7,7076365,2156.00,3
31835,1658,10,35897404,1950.00,3
31836,1658,0,35908234,172.00,0
31837,1659,8,20080882,2806.00,3
31838,1660,7,50701344,2372.60,1
31843,1662,10,28918445,9626.00,3
31844,1663,8,95733749,2220.00,3
31845,1663,4,38020986,420.00,3
31846,1664,10,6438845,5454.00,3
31847,1665,2,15931928,1578.00,3
31848,1666,0,31104207,2164.00,3
31849,1668,4,84733837,3275.00,3
31850,1669,10,35302007,5562.00,3
31851,1670,11,84970950,1242.00,3
31852,1670,8,66763526,1312.00,3
31853,1671,0,10778803,2507.00,3
31854,1671,12,17247677,502.00,3
31855,1672,9,9213483,3898.00,3
31856,1673,0,20515662,2447.00,3
31857,1674,11,74642348,3804.00,3
31858,1675,3,17588830,2125.00,3
31861,1677,4,52726864,5530.00,3
31862,1678,4,72718292,2952.00,3
31863,1678,7,54732525,1778.00,0
31864,1679,9,49590080,5087.00,3
31865,1680,8,16704351,5955.00,3
31866,1681,10,8172750,8550.00,3
31867,1681,0,76300596,6.00,0
31868,1681,12,66121870,1032.00,2
31869,1683,11,63649123,1342.00,3
31870,1683,10,73280399,3239.00,0
31871,1683,6,25822711,345.00,2
31872,1684,3,35036838,2123.00,1
31873,1685,9,17528325,7968.00,3
31874,1686,10,27540904,1532.00,3
31875,1686,12,74546420,1225.00,0
31877,1688,7,80142312,2249.00,3
31878,1689,6,89019840,2128.00,3
31879,1690,12,11582345,3311.00,3
31880,1691,2,22764325,720.00,3
31881,1691,8,60282856,1214.00,0
31884,1693,11,14131403,2482.00,1
31885,1693,0,38757246,11276.00,3
31886,1695,0,53282368,14658.00,3
31887,1696,8,41205018,2159.00,3
31888,1697,8,38106852,408.00,3
31889,1697,0,30674797,1778.00,0
31890,1697,1,36977207,35.00,2
31891,1698,10,6397009,9642.00,3
31892,1698,1,30528074,3943.00,4
31893,1699,4,62475007,3463.00,3
31894,1699,2,2504826,19.00,3
31895,1700,0,93968033,6765.00,3
31896,1701,9,90327703,4425.30,1
31897,1701,6,99692040,7571.00,3
31898,1702,8,43392902,4689.00,3
31899,1703,1,73302203,3554.00,3
31900,1704,5,36175376,3285.00,3
31901,1705,5,33791291,5502.00,3
31902,1706,8,67938715,2058.00,3
31903,1707,12,25559365,1196.90,1
31904,1707,5,16216141,7830.00,3
31905,1708,4,89942037,4519.00,3
31906,1708,11,62805408,3339.00,0
31907,1709,6,20695013,3227.00,3
31908,1710,9,17466086,2071.00,3
31909,1711,5,38527757,183.00,3
31910,1711,5,75510221,188.00,0
31911,1711,1,58891451,2158.00,2
31912,1712,11,3848445,1626.00,3
31913,1714,6,79335272,3028.00,3
31914,1716,7,39169329,3575.00,3
31915,1716,9,972009,1032.00,0
31916,1717,9,11458802,2500.00,3
31917,1718,1,9266335,7178.00,4
31918,1718,0,69613939,14456.00,3
31919,1719,10,80013709,2768.00,3
31920,1722,2,3686994,4472.00,3
31921,1723,0,25436383,1092.00,3
31922,1723,12,10030848,3904.00,0
31923,1723,3,36498862,4676.00,2
31924,1723,9,47622954,8.00,0
31925,1724,8,97682117,1604.00,3
31926,1726,0,99886172,4438.00,3
31927,1726,7,61997002,2082.00,0
31928,1726,2,89946835,74.00,2
31929,1726,10,65941238,115.00,0
31930,1727,8,62198191,1794.00,3
31931,1727,2,22698265,1093.00,0
31932,1727,9,4687321,3723.00,2
31933,1728,7,84701668,4954.00,3
